	room_size	reverberation_time_s	lows_cutoff_frequency_hz	lows_q_factor	lows_gain_db_s	highs_cutoff_frequency_hz	highs_q_factor	highs_gain_db_s	fade_in_time_s	dry_wet
75	6.657335	0.93371505	42.50859	0.35095763	5.722162	3237.3503	0.17170334	5.6173954	0.44327116	0.073999524
76	6.634568	0.93252695	42.1104	0.3500392	5.6805964	3236.8633	0.17123282	5.5653987	0.4427291	0.07424607
77	6.6381087	0.93119526	42.489788	0.35055724	5.646837	3226.1267	0.1714667	5.544653	0.4435433	0.074085824
78	6.623542	0.9311342	42.051365	0.34881747	5.688023	3210.9263	0.17152551	5.555757	0.44313362	0.07428694
79	6.5927267	0.93372685	42.526287	0.34802172	5.683057	3223.3713	0.17022303	5.5556216	0.44344625	0.074235365
80	6.6222496	0.9301277	42.51121	0.34700266	5.624767	3224.9514	0.17108062	5.5233045	0.4413741	0.07397115
81	6.615731	0.93299186	42.148857	0.34702253	5.6998878	3216.1663	0.17124248	5.565614	0.44316965	0.07405464
82	6.6338663	0.92785317	42.309753	0.34727395	5.679125	3220.692	0.17077044	5.5368257	0.44171625	0.07415294
83	6.6075516	0.9290831	42.324337	0.3459985	5.6118755	3214.7236	0.17007881	5.521533	0.44238928	0.07401008
84	6.578198	0.92967516	41.924812	0.34607616	5.6111627	3197.2705	0.17051655	5.474273	0.4423543	0.07377245
85	6.5832343	0.9287666	42.112984	0.3450673	5.5890646	3205.0007	0.17054582	5.4833145	0.44309348	0.07397677
86	6.597099	0.9235521	41.929153	0.34472182	5.6316056	3211.4534	0.16969137	5.556776	0.4421585	0.074062414
87	6.5853066	0.9260029	41.979412	0.34436873	5.652457	3201.6096	0.17061624	5.4968686	0.4421112	0.07382239
88	6.574399	0.9254905	41.568005	0.34310147	5.6147966	3197.5288	0.16823597	5.500138	0.4410687	0.07388797
89	6.567305	0.9261249	41.9904	0.34399036	5.5354085	3187.57	0.16972955	5.443948	0.4416044	0.073629
90	6.5435653	0.92287743	42.1639	0.3416914	5.5628977	3170.9446	0.16973826	5.438247	0.44094998	0.073759064
91	6.546196	0.9221249	42.032764	0.34223092	5.5106153	3193.066	0.1686158	5.4372377	0.44007084	0.073640086
92	6.5389576	0.92092437	41.85873	0.34221494	5.517434	3176.517	0.16824001	5.418804	0.44054037	0.07365356
93	6.5389214	0.921805	41.748936	0.3416873	5.5368824	3167.943	0.16930081	5.3980436	0.44108963	0.07374768
94	6.5440154	0.9181996	42.33777	0.34220028	5.5209937	3179.9343	0.16917166	5.46307	0.4398439	0.073546395
95	6.5362253	0.92133	41.965424	0.34031165	5.4636064	3172.7651	0.16781323	5.425238	0.43878806	0.073738255
96	6.5201187	0.9188961	41.8709	0.3394849	5.5463467	3169.6753	0.16788891	5.3946047	0.43970546	0.0734721
97	6.5433493	0.9175381	41.74362	0.33950537	5.4324265	3161.7078	0.16832383	5.4153996	0.4395994	0.07362105
98	6.49929	0.9187192	41.50839	0.33883202	5.45415	3165.834	0.16852233	5.3928423	0.43905437	0.07347576
99	6.523537	0.9152771	41.935658	0.33876264	5.4672604	3157.185	0.16754605	5.4156427	0.44061062	0.07348983
100	6.5082736	0.91721773	41.738613	0.33728397	5.42509	3163.6194	0.16761576	5.398851	0.43845075	0.07363288
101	6.5071006	0.9158246	41.789307	0.33810768	5.456743	3148.0276	0.16709141	5.3733687	0.43773448	0.073359
102	6.5179625	0.9142526	41.507053	0.33654064	5.4844594	3156.2708	0.16773793	5.3539877	0.43904805	0.073379666
103	6.477631	0.91449195	41.8471	0.33662885	5.396692	3139.2842	0.16714808	5.329844	0.4375596	0.07353039
104	6.5094743	0.9141319	41.376144	0.3373451	5.4154053	3153.8757	0.16724972	5.3290577	0.43831852	0.07362035
105	6.462183	0.9140826	41.56649	0.33505395	5.4140925	3142.0771	0.1669192	5.3709254	0.4387254	0.07345807
106	6.477892	0.9124874	41.7161	0.33398396	5.3752003	3144.0452	0.16629963	5.3519096	0.43784678	0.073093295
107	6.470805	0.9115842	41.77887	0.33568776	5.454115	3132.2065	0.16728057	5.3659735	0.4384215	0.07346103
108	6.4757404	0.91521204	41.8908	0.33448443	5.4364185	3134.4998	0.16620737	5.380391	0.43825966	0.07303906
109	6.4939547	0.91442484	41.872284	0.33332425	5.462863	3139.5928	0.16673836	5.3939962	0.43815514	0.07353839
110	6.474522	0.9112698	42.078026	0.33239272	5.348298	3135.4185	0.16588128	5.3804116	0.43697977	0.07294836
111	6.465653	0.9124724	41.656025	0.3316344	5.420527	3130.1975	0.16591322	5.3547087	0.4388476	0.07311314
112	6.450973	0.91116077	41.421272	0.3314853	5.4014845	3127.4062	0.16504972	5.3362823	0.43822014	0.07309359
113	6.482865	0.9136772	41.60564	0.3317904	5.365591	3127.735	0.16620098	5.290258	0.43804702	0.073002204
114	6.4487367	0.9092989	41.390656	0.33128107	5.370581	3114.4192	0.16581376	5.297863	0.43599108	0.073185414
115	6.429509	0.9079213	41.861046	0.3305608	5.4158244	3114.235	0.16574672	5.3413453	0.43962252	0.073265076
116	6.4165244	0.91045755	41.355305	0.32861733	5.4559956	3116.0876	0.16555434	5.3342657	0.43670544	0.073214315
117	6.4433265	0.9090494	41.505074	0.32916602	5.3618155	3129.135	0.16515908	5.3283644	0.43764135	0.07342799
118	6.4455395	0.9113247	41.433796	0.3297867	5.3423624	3121.034	0.16434656	5.312166	0.4385447	0.07339724
119	6.416793	0.90773535	41.317104	0.32890686	5.3312225	3094.2617	0.16484581	5.281524	0.43770558	0.072987646
120	6.426998	0.90771466	42.347992	0.3279831	5.33951	3106.4849	0.16387062	5.2679048	0.43657255	0.07335923
121	6.4043818	0.9072021	41.115025	0.32755077	5.3449345	3100.3457	0.16564223	5.2835	0.4366372	0.07340118
122	6.4027452	0.90451884	41.558384	0.32702103	5.308248	3103.449	0.16489963	5.2951035	0.43612984	0.073211804
123	6.3995314	0.9071355	41.27928	0.3267165	5.2792993	3085.4272	0.16400817	5.247648	0.4375498	0.073276125
124	6.4307647	0.9063362	41.616367	0.32717317	5.3641763	3086.8188	0.16520892	5.2529035	0.43681315	0.07312694
125	6.407536	0.9049412	41.629982	0.32598302	5.3355565	3096.5667	0.16445734	5.266399	0.43566293	0.073284246
126	6.4053903	0.90321326	41.626144	0.3259994	5.3088245	3090.6646	0.16458951	5.310442	0.43612558	0.07313055
127	6.383619	0.90440214	41.687325	0.32358354	5.3245497	3092.9216	0.16414191	5.2840242	0.43530205	0.073201925
128	6.3861065	0.9032885	41.29136	0.32382414	5.2830462	3082.5894	0.16400196	5.255559	0.4355183	0.073080264
129	6.3677692	0.9019271	41.56497	0.32357904	5.295558	3076.74	0.16300936	5.233896	0.4360234	0.07293654
130	6.374471	0.90371394	42.063065	0.32309172	5.304757	3079.6365	0.16432644	5.2364416	0.43516877	0.07311535
131	6.40408	0.9056806	41.2831	0.32249242	5.3318534	3078.2703	0.16417716	5.2517004	0.43654984	0.0731771
132	6.355035	0.8988565	41.05642	0.32237688	5.3106136	3079.6812	0.16286199	5.219802	0.43528575	0.07311994
133	6.366172	0.90167373	41.614574	0.32236725	5.2680326	3075.4963	0.16369723	5.209519	0.43434894	0.07306944
134	6.3594747	0.897735	41.90761	0.32071438	5.2707095	3077.6226	0.16259025	5.208566	0.43403685	0.07305294
135	6.3515606	0.9032054	41.285187	0.32027054	5.320654	3068.4941	0.16371463	5.23495	0.4344129	0.07322905
136	6.362293	0.89938354	41.341194	0.32070273	5.276849	3078.164	0.1630524	5.2255726	0.4342309	0.073142454
137	6.3760424	0.8991069	41.48467	0.32109916	5.334262	3067.9907	0.16389577	5.274218	0.43511546	0.072856806
138	6.351439	0.90018934	41.311462	0.31824246	5.28718	3061.2244	0.16275139	5.2326	0.4344396	0.072796814
139	6.3579497	0.90047693	41.375637	0.3201151	5.281156	3070.8523	0.16363835	5.2264957	0.43502876	0.072721414
140	6.3522716	0.902632	41.386868	0.31871924	5.2712607	3050.4949	0.16271281	5.18483	0.43506446	0.07308038
141	6.3675036	0.8974959	41.30663	0.31809917	5.260351	3063.3171	0.16334283	5.2173653	0.43590826	0.072947554
142	6.316637	0.89558774	41.66523	0.3168549	5.292766	3050.3591	0.1623328	5.1743283	0.433928	0.07267969
143	6.3231792	0.8977575	40.906597	0.31757617	5.2601886	3056.8706	0.16214597	5.1876235	0.43421668	0.07293429
144	6.3342752	0.8945263	41.38738	0.31768727	5.2421837	3046.0618	0.16228642	5.234081	0.43334976	0.07284332
145	6.349534	0.8967876	41.785275	0.31586754	5.307021	3053.2798	0.16162902	5.1991653	0.43413496	0.07258933
146	6.356828	0.89712244	41.397957	0.31618223	5.197645	3056.508	0.16197908	5.2209115	0.43288305	0.07275183
147	6.332994	0.8976512	41.270317	0.31603163	5.3092046	3056.902	0.16299742	5.230287	0.43312088	0.072835945
148	6.3434258	0.8965107	41.257717	0.31692857	5.2870884	3053.9797	0.16200547	5.2220206	0.4346749	0.073072225
149	6.34472	0.8988862	41.506138	0.31658658	5.2794023	3053.2507	0.16198906	5.183912	0.43455362	0.072886854
150	6.3313837	0.8953905	41.48956	0.3148968	5.2491474	3045.522	0.16260585	5.194909	0.43340945	0.07282299
151	6.339017	0.8982374	41.312523	0.31514165	5.308697	3046.5122	0.16229318	5.183247	0.43447587	0.07285258
152	6.303706	0.89163667	41.257214	0.3132067	5.209377	3032.4653	0.16184586	5.1564803	0.43446693	0.07249591
153	6.3164725	0.8953749	41.24452	0.3143403	5.2540627	3040.4243	0.16210882	5.1775813	0.4332758	0.07289188
154	6.2979097	0.8941222	41.39564	0.3145168	5.162374	3024.3376	0.1623328	5.159187	0.43305454	0.07275446
155	6.3074956	0.8943206	41.543842	0.3124128	5.2244782	3037.604	0.1611284	5.169092	0.43341056	0.072622254
156	6.301642	0.89240634	41.456707	0.3129797	5.2190585	3035.0693	0.16209692	5.1781554	0.43108225	0.07255757
157	6.3111496	0.89319426	41.282272	0.31403252	5.262615	3043.5608	0.16115445	5.206559	0.4328352	0.07291152
158	6.2878594	0.8893778	41.09736	0.312263	5.250084	3039.4883	0.16125217	5.1514826	0.43321267	0.07263279
159	6.2730455	0.8906368	41.17464	0.312096	5.236569	3019.0828	0.1617117	5.1622615	0.4322314	0.07267759
160	6.2860694	0.89002836	41.883514	0.31050062	5.187327	3026.4385	0.16053814	5.174445	0.43377277	0.07250976
161	6.2912035	0.8911481	41.094276	0.31031168	5.2136536	3030.092	0.16106956	5.1538315	0.43268746	0.07273515
162	6.2964582	0.89193565	41.49573	0.3119948	5.183983	3040.9053	0.16135305	5.132646	0.43416122	0.07270931
163	6.291233	0.89128876	41.25367	0.3110924	5.17311	3028.8564	0.16085649	5.15749	0.43361866	0.072603464
164	6.2573323	0.8919824	41.056892	0.31017464	5.194605	3022.7346	0.16164699	5.1400805	0.43345663	0.07298756
165	6.268308	0.88878936	40.98941	0.30899465	5.1820936	3032.7769	0.1618438	5.1332445	0.43288642	0.072633564
166	6.251774	0.88479334	41.330524	0.3082116	5.1759424	3005.9834	0.16108714	5.1198525	0.43192527	0.0721946
167	6.2446923	0.8891807	41.271503	0.3092627	5.1730394	3020.6313	0.16124804	5.158449	0.4323293	0.072810255
168	6.2497253	0.88551074	40.87502	0.3082215	5.15726	3013.7483	0.16080426	5.1565623	0.4303423	0.07259072
169	6.2603455	0.89073074	41.217598	0.30904093	5.1675324	3012.8713	0.16102444	5.1624427	0.43237698	0.07235053
170	6.241707	0.8836573	41.22409	0.3074992	5.115362	3011.038	0.16006239	5.1473107	0.43302852	0.07270864
171	6.238405	0.88462394	41.210308	0.3067482	5.105829	2993.7937	0.1600722	5.0991607	0.43127716	0.07267559
172	6.2595634	0.8856834	41.254242	0.30514562	5.1845155	3013.087	0.15961468	5.1128325	0.43211254	0.072416835
173	6.25308	0.88685423	41.476986	0.30620715	5.131968	3015.5022	0.16110198	5.1272516	0.4317528	0.07289354
174	6.241618	0.88566566	40.938416	0.30798355	5.113216	3018.972	0.16055489	5.1309657	0.43137935	0.072497696
175	6.240274	0.8834386	41.479214	0.30553484	5.176711	3006.1313	0.16093	5.138491	0.43185225	0.07257531
176	6.250177	0.8858867	41.128174	0.3058142	5.1780925	3015.6377	0.15985969	5.1613503	0.43269566	0.07285666
177	6.2406044	0.884902	41.216244	0.30728865	5.1561847	2993.8657	0.16052607	5.122491	0.43124694	0.07269646
178	6.2247596	0.8833283	41.007046	0.3049524	5.1043863	2994.6396	0.15980263	5.086601	0.43058583	0.07226602
179	6.2352624	0.886078	41.409477	0.30508274	5.203335	3001.6917	0.15989648	5.149298	0.43097445	0.07258833
180	6.2168264	0.88750654	41.655487	0.3047139	5.1747327	2993.8623	0.1598959	5.1168537	0.43230137	0.072641656
181	6.219909	0.88313437	41.575798	0.3045232	5.174585	2983.899	0.16024044	5.0961547	0.43134096	0.07244784
182	6.2028294	0.8810764	41.485954	0.30341765	5.12705	2999.298	0.15958355	5.129082	0.43223894	0.07239902
183	6.2065783	0.8817532	41.152992	0.30103165	5.137374	2988.664	0.16009426	5.1201096	0.43033737	0.0724434
184	6.224491	0.8840349	41.197243	0.3031077	5.13809	3000.4104	0.15932195	5.1376095	0.4300002	0.07233375
185	6.2012825	0.88430697	40.887276	0.30315602	5.1077476	2991.4302	0.159775	5.1008787	0.43072665	0.07245103
186	6.2025557	0.8876331	41.669945	0.3022704	5.129051	2989.312	0.16079699	5.063009	0.43316495	0.07265029
187	6.2194552	0.8860929	41.610706	0.30251008	5.1394234	2985.2424	0.15888366	5.0639806	0.43014234	0.07254393
188	6.202159	0.881894	41.023937	0.30114618	5.093993	2988.057	0.15998124	5.0884304	0.4305426	0.07231529
189	6.1910634	0.88191676	41.46106	0.30233344	5.108591	2988.774	0.15912168	5.09373	0.43048126	0.07242146
190	6.1947584	0.881672	41.191883	0.2994918	5.1090045	2973.4727	0.15986295	5.0745506	0.432097	0.07234253
191	6.173324	0.87932724	41.16271	0.30185422	5.098792	2981.6484	0.15995862	5.111577	0.4308983	0.07262692
192	6.174285	0.8817688	40.614983	0.3017971	5.084174	2979.1233	0.16030599	5.0725203	0.43160072	0.07244477
193	6.136516	0.8755728	41.084003	0.30086422	5.063541	2956.5166	0.15960379	5.040255	0.43018472	0.07272066
194	6.1985464	0.87840426	41.18674	0.3002124	5.106368	2981.4065	0.15994002	5.1061535	0.43149874	0.07222353
195	6.1747146	0.8831975	41.499176	0.29826063	5.1295724	2979.6418	0.15903646	5.1017013	0.4319797	0.0722957
196	6.166759	0.8828576	40.909966	0.29927295	5.1478353	2972.177	0.15960893	5.0632787	0.4305562	0.07241041
197	6.165152	0.8773628	40.72164	0.29842243	5.101145	2971.5164	0.15883723	5.036428	0.43032032	0.07238719
198	6.157502	0.8814175	40.995567	0.29852834	5.088452	2978.5105	0.15949158	5.06894	0.42994645	0.07239157
199	6.1967435	0.88229537	40.725098	0.29921734	5.0805845	2989.373	0.15904139	5.081476	0.43060622	0.07248986
200	6.189308	0.8807614	41.2832	0.29828635	5.075983	2992.7632	0.15905859	5.1355505	0.42841062	0.07237037
201	6.129421	0.8797972	41.169033	0.29874456	5.117252	2981.3445	0.1592118	5.1197834	0.42973006	0.07226751
202	6.179477	0.8784696	41.363132	0.29865474	5.0614433	2985.0706	0.15935045	5.077535	0.4311252	0.072277494
203	6.1201878	0.87583005	41.17799	0.2977594	5.0763063	2965.9119	0.15837194	5.0162563	0.42986062	0.07223121
204	6.129468	0.8755073	41.23328	0.29841992	5.0355034	2961.7324	0.15965898	5.0128126	0.42895737	0.07220254
205	6.132206	0.8783943	40.823475	0.29632893	5.1197257	2965.777	0.15779407	5.0426292	0.42993617	0.07223895
206	6.1483884	0.87543607	40.83986	0.2963125	5.067085	2964.8486	0.15966477	5.06354	0.42924783	0.07222076
207	6.118486	0.87828887	40.618572	0.29644793	5.0499597	2949.0125	0.1580991	5.0625	0.4302572	0.07229575
208	6.13577	0.87467116	41.52471	0.29725888	5.048172	2968.0583	0.1572897	5.0582623	0.42928118	0.07220596
209	6.124712	0.88087326	41.546185	0.2980413	5.068327	2956.8481	0.1592423	5.0345926	0.43203905	0.072226256
210	6.0981145	0.8718335	40.78685	0.29474235	5.0027328	2952.936	0.15885906	5.021284	0.4280959	0.07202723
211	6.1193056	0.8773792	40.78505	0.2956738	5.0912023	2950.3438	0.15873092	5.0501328	0.42903683	0.07219294
212	6.1372213	0.8784437	40.903324	0.2953185	5.1101074	2967.0063	0.15766294	5.0590844	0.42760554	0.07219117
213	6.118878	0.8756847	40.717186	0.2943025	5.0715103	2956.5923	0.15894882	5.046389	0.427629	0.07216371
214	6.1046205	0.8728758	41.37273	0.29316047	5.0351863	2949.8022	0.15851417	5.052147	0.42924953	0.072431944
215	6.116328	0.8733869	41.204582	0.29347175	5.0264497	2947.5083	0.15818177	5.0328045	0.42917505	0.071821734
216	6.117625	0.8745977	40.927635	0.29318377	5.037625	2957.709	0.1588292	5.0343537	0.42951944	0.072294295
217	6.0947366	0.8722571	40.92051	0.29320374	5.04525	2948.864	0.15788035	5.001245	0.42904896	0.07203893
218	6.079265	0.8717876	40.880295	0.29487634	4.9874787	2949.2236	0.15815355	5.0235434	0.42802718	0.07204246
219	6.0592537	0.87056184	41.20321	0.29399055	5.0310163	2941.2869	0.1585524	5.000231	0.4286408	0.072183035
220	6.073292	0.8698138	41.161694	0.29344627	5.0493274	2944.7395	0.15957819	5.0685573	0.42924738	0.07195188
221	6.072021	0.86859596	40.837284	0.29105148	5.020551	2931.4807	0.15757638	5.0240784	0.426674	0.071864694
222	6.1042504	0.8707158	41.079327	0.29286274	5.066216	2943.976	0.15814075	5.0476184	0.42864728	0.07214227
223	6.10307	0.87305534	41.00982	0.29118246	5.01509	2952.2368	0.15755562	5.0174294	0.42789382	0.0717848
224	6.0720057	0.87418956	40.862354	0.29268044	5.042319	2934.6658	0.15689711	5.0080295	0.42819235	0.071901456
225	6.0571284	0.8656244	40.830997	0.2920767	5.071903	2940.0059	0.15789822	5.0412784	0.4284033	0.0723318
226	6.061889	0.87077194	41.080673	0.29160607	5.06369	2928.3765	0.15756845	5.006717	0.42770892	0.071906105
227	6.051018	0.8657018	40.787704	0.291439	5.0896034	2945.3462	0.15772998	5.058753	0.42748562	0.07215614
228	6.0835004	0.867505	41.29562	0.29370648	5.0034075	2934.175	0.1586314	4.9884872	0.4276967	0.071902536
229	6.090121	0.86997473	41.650036	0.29198986	5.0098195	2925.8354	0.15859577	5.0060916	0.42699575	0.07212697
230	6.07161	0.87239784	40.994514	0.29088712	5.008297	2927.2751	0.15805925	4.9789004	0.42944038	0.07178333
231	6.060963	0.86766934	41.15401	0.289904	5.018442	2934.8438	0.1564271	5.0214424	0.42612156	0.07219092
232	6.078656	0.8678066	40.572414	0.29024637	5.0233293	2934.4414	0.15700665	5.0371456	0.42694908	0.072175704
