	room_size	reverberation_time_s	lows_cutoff_frequency_hz	lows_q_factor	lows_gain_db_s	highs_cutoff_frequency_hz	highs_q_factor	highs_gain_db_s	fade_in_time_s	dry_wet
0	10.94832	2.8608944	5549.6543	0.4362287	29.46239	6449.908	0.33392152	26.989454	2.5286276	0.2852528
1	8.651154	1.8693985	3312.922	0.38755378	18.598108	4761.469	0.25168458	17.760153	1.5389191	0.1803677
2	7.8556104	1.5181211	2422.3645	0.3734392	15.41969	4119.6694	0.22310285	14.180688	1.1525332	0.14088842
3	7.448035	1.2930796	1744.2137	0.3708679	12.8441925	3798.831	0.20685479	11.609346	0.87662864	0.11355185
4	7.239731	1.162778	1242.4729	0.3691467	10.9702635	3583.6133	0.1974561	9.982147	0.7010329	0.09782738
5	7.060962	1.0702871	872.52374	0.36560124	9.618852	3445.0444	0.18828185	8.509743	0.5807186	0.0873805
6	6.959875	1.0126121	603.70874	0.36271092	8.53526	3399.14	0.1847435	7.6658225	0.52093863	0.082248285
7	6.9006143	0.9972784	404.49283	0.36289272	7.77346	3352.1946	0.18202183	7.001701	0.48430988	0.07895305
8	6.841786	0.9754592	253.97101	0.36105263	7.141617	3314.8362	0.17925516	6.5046372	0.46314302	0.07690706
9	6.8136554	0.9623607	151.72098	0.36004218	6.8307056	3294.263	0.17802562	6.2117352	0.45903647	0.07651804
10	6.769563	0.9539449	87.77616	0.35890806	6.436221	3289.2068	0.17664261	6.0173	0.45825738	0.076219276
11	6.7583613	0.95506483	61.12824	0.35727406	6.3318233	3261.8464	0.17563991	5.8799815	0.45634738	0.0759127
12	6.7121606	0.948811	52.22344	0.3564817	6.2729764	3250.3413	0.1754045	5.8293047	0.4549573	0.07553834
13	6.693719	0.9408391	51.187725	0.355802	6.0510178	3234.1108	0.17354813	5.7384377	0.4526298	0.0753107
14	6.6815524	0.94175696	51.72094	0.3545716	5.939179	3223.8425	0.17258227	5.6964593	0.454723	0.075567536
15	6.684688	0.94324267	55.566166	0.35132203	5.88443	3217.5999	0.17223422	5.6208363	0.4557668	0.07513389
16	6.639226	0.9370038	59.21499	0.349078	5.925002	3196.1096	0.17189129	5.6262054	0.4533182	0.075075105
17	6.6269894	0.93065464	62.168495	0.34616098	5.818291	3181.231	0.17153727	5.6013384	0.45596045	0.07528
18	6.586183	0.9301055	64.01938	0.3432113	5.803499	3163.1	0.17103408	5.5479918	0.45044103	0.075016744
19	6.561394	0.92174447	69.24796	0.34038672	5.6530166	3159.3267	0.16982363	5.532331	0.45128107	0.074619174
20	6.532648	0.91788983	62.455696	0.33745876	5.5691686	3152.3938	0.16821235	5.47609	0.4476962	0.0746783
21	6.4915113	0.91287637	69.94131	0.33417916	5.584476	3114.6106	0.16852467	5.453915	0.44990724	0.07451515
22	6.4625225	0.9145148	65.30029	0.33102545	5.46547	3125.3062	0.16742122	5.4067836	0.4476232	0.07478503
23	6.4501414	0.91313225	62.779163	0.32762578	5.465956	3086.0999	0.16667263	5.33465	0.44571877	0.0741433
24	6.4278502	0.90204257	67.14388	0.32691947	5.4551177	3079.614	0.166661	5.384531	0.4444766	0.07447124
25	6.3759346	0.90269065	63.17521	0.32304356	5.4780416	3073.0088	0.16686524	5.4257064	0.44859233	0.07439619
26	6.3398438	0.9007525	64.145424	0.32167304	5.3868	3052.5615	0.16491285	5.267989	0.44599438	0.07426102
27	6.334787	0.90028137	64.80517	0.32013968	5.397401	3055.5906	0.1640298	5.325068	0.44586697	0.07426781
28	6.286703	0.89491713	66.222015	0.31662452	5.353436	3021.865	0.1642395	5.2139654	0.4452957	0.073640436
29	6.248042	0.8911935	64.673004	0.31586853	5.320134	3013.039	0.1631792	5.2153826	0.44408095	0.07405516
30	6.2548194	0.8869169	67.1764	0.31541014	5.2809935	3012.4937	0.16284357	5.210468	0.44090047	0.07404656
